Section,Key,Value
Essentials,Product Collection,Intel Atom® Processor C Series
Essentials,Code Name,Products formerly Parker Ridge
Essentials,Vertical Segment,Server
Essentials,Processor Number,C5335C1
Essentials,Lithography,10 nm
CPU Specifications,Total Cores,12
CPU Specifications,# of Efficient-cores,12
CPU Specifications,Total Threads,12
CPU Specifications,Processor Base Frequency,2.4 GHz
CPU Specifications,Cache,13.5 MB
CPU Specifications,TDP,50 W
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q2'22
Supplemental Information,Embedded Options Available,No
Supplemental Information,Use Conditions,Communications Commercial Temp
Memory Specifications,Memory Types,DDR4
Memory Specifications,Maximum Memory Speed,2933 MHz
Memory Specifications,Max # of Memory Channels,2
Expansion Options,Scalability,1S Only
Expansion Options,PCI Express Revision,3.0
Expansion Options,Chipset / PCH PCIe Revision,Gen 3
Expansion Options,PCI Express Configurations‡,"x2,x4,x8"
Expansion Options,Max # of PCI Express Lanes,16
I/O Specifications,# of USB Ports,8
I/O Specifications,USB Configuration,"4x USB 2.0, 4x USB 3.0"
I/O Specifications,USB Revision,"2.0, 3.0"
I/O Specifications,Total # of SATA Ports,16
I/O Specifications,Integrated LAN,Yes
I/O Specifications,Integrated IDE,No
I/O Specifications,General Purpose IO,Yes
I/O Specifications,UART,3
Package Specifications,Sockets Supported,FCBGA2106
Package Specifications,Max CPU Configuration,1
Package Specifications,Package Size,47.5mm x 47.5mm
Advanced Technologies,Intel® Volume Management Device (VMD),No
Advanced Technologies,Intel® Resource Director Technology (Intel® RDT),Yes
Advanced Technologies,Intel® Thermal Velocity Boost,No
Advanced Technologies,Intel® Turbo Boost Max Technology 3.0‡,No
Advanced Technologies,Intel® Hyper-Threading Technology‡,No
Advanced Technologies,Intel® 64‡,Yes
Advanced Technologies,Instruction Set Extensions,Intel® SSE4.2
Advanced Technologies,Idle States,Yes
Advanced Technologies,Enhanced Intel SpeedStep® Technology,Yes
Advanced Technologies,Integrated Intel® QuickAssist Technology,Yes
Security & Reliability,Intel® Software Guard Extensions (Intel® SGX),No
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Secure Key,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
Security & Reliability,Execute Disable Bit‡,Yes
Security & Reliability,Intel® Boot Guard,Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
