Section,Key,Value
Essentials,Product Collection,Intel Atom® Processor X Series
Essentials,Code Name,Products formerly Amston Lake
Essentials,Vertical Segment,Embedded
Essentials,Processor Number,X7809C
Essentials,Lithography,Intel 7
Essentials,Recommended Customer Price,$117.00
CPU Specifications,Total Cores,8
CPU Specifications,Max Turbo Frequency,3.6 GHz
CPU Specifications,Cache,6 MB
CPU Specifications,TDP,25 W
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q2'24
Supplemental Information,Embedded Options Available,Yes
Supplemental Information,Use Conditions,"Communications Commercial Temp, Embedded Broad Market Commercial Temp"
Supplemental Information,Extended Temperature Options,No
Memory Specifications,Max Memory Size (dependent on memory type),32 GB
Memory Specifications,Memory Types,DDR4 3200 MT/sDDR5 4800 MT/sLPDDR5 4800 MT/s
Memory Specifications,Maximum Memory Speed,4800 MHz
Memory Specifications,Max # of Memory Channels,1
Expansion Options,Chipset / PCH PCIe Revision,Gen 3
Expansion Options,Max # of PCI Express Lanes,9
I/O Specifications,USB Revision,2.0/3.2
I/O Specifications,General Purpose IO,Yes
Package Specifications,Sockets Supported,FCBGA1264
Package Specifications,Max CPU Configuration,1
Package Specifications,TJUNCTION,105°C
Package Specifications,Package Size,35mm x 24mm
Advanced Technologies,Intel® Time Coordinated Computing (Intel® TCC)‡,Yes
Advanced Technologies,Intel® Gaussian & Neural Accelerator,3.0
Advanced Technologies,Intel® Smart Sound Technology,Yes
Advanced Technologies,Intel® Wake on Voice,Yes
Advanced Technologies,Intel® High Definition Audio,Yes
Advanced Technologies,Intel® Speed Shift Technology,Yes
Advanced Technologies,Intel® Hyper-Threading Technology‡,No
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Instruction Set Extensions,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
Advanced Technologies,Enhanced Intel SpeedStep® Technology,Yes
Advanced Technologies,Thermal Monitoring Technologies,Yes
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,No
Security & Reliability,Intel® OS Guard,Yes
Security & Reliability,Intel® Boot Guard,Yes
Security & Reliability,Mode-based Execute Control (MBEC),Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Security & Reliability,Intel® VT-x with Extended Page Tables (EPT)‡,Yes
