Section,Key,Value
Essentials,Product Collection,Intel® Ethernet Controller I210 Series
Essentials,Code Name,Products formerly Springville
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q4'14
Essentials,Expected Discontinuance,1H'35
Essentials,Lithography,40 nm
Essentials,Recommended Customer Price,$12.00
Essentials,Supported Operating Systems,View now
Essentials,Operating Temperature Range,-40°C to 85°C
Essentials,Max Operating Temperature,85 °C
Essentials,Minimum Operating Temperature,-40 °C
Essentials,Use Conditions,Automotive
Supplemental Information,Embedded Options Available,No
Supplemental Information,Datasheet,View now
Supplemental Information,Description,Industrial Temperature 1GbE Controller supporting SerDes/SGMII. See the “Intel(r) Ethernet Controller I210 : Specification Update” for Top Marking information.
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Single
Networking Specifications,Data Rate Per Port,1GbE SerDes/SGMII
Networking Specifications,System Interface Type,PCIe v2.1 (2.5 GT/s)
Networking Specifications,NC Sideband Interface,Yes
Networking Specifications,Jumbo Frames Supported,Yes
Networking Specifications,Interfaces Supported,"SGMII, SERDES"
Package Specifications,Package Size,9mm x 9mm
Advanced Technologies,IEEE 1588,Yes
