Section,Key,Value
Essentials,Product Collection,4th Gen Intel® Xeon® Scalable Processors
Essentials,Code Name,Products formerly Sapphire Rapids Edge Enhanced
Essentials,Vertical Segment,Server
Essentials,Processor Number,5403N
Essentials,Lithography,Intel 7
Essentials,Recommended Customer Price,$708.00
CPU Specifications,Total Cores,12
CPU Specifications,Total Threads,24
CPU Specifications,Max Turbo Frequency,3.9 GHz
CPU Specifications,Processor Base Frequency,2 GHz
CPU Specifications,Cache,22.5 MB
CPU Specifications,Intel® UPI Speed,0 GT/s
CPU Specifications,Max # of UPI Links,0
CPU Specifications,TDP,115 W
CPU Specifications,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Yes
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q4'23
Supplemental Information,Servicing Status,Baseline Servicing
Supplemental Information,Embedded Options Available,Yes
Memory Specifications,Max Memory Size (dependent on memory type),4 TB
Memory Specifications,Memory Types,DDR5-4000
Memory Specifications,Maximum Memory Speed,4000 MHz
Memory Specifications,Max # of Memory Channels,8
Memory Specifications,Intel® Optane™ Persistent Memory Supported,No
Memory Specifications,ECC Memory Supported‡,Yes
Expansion Options,Scalability,1S Only
Expansion Options,PCI Express Revision,4
Expansion Options,Max # of PCI Express Lanes,48
Package Specifications,Sockets Supported,FCLGA4677
Package Specifications,Package Carrier,E1B
Package Specifications,DTS Max,97 °C
Package Specifications,TCASE,85
Package Specifications,Package Size,77.5mm x 56.5mm
Advanced Technologies,Intel® vRAN Boost,Yes
Advanced Technologies,Intel® On Demand Activation Model,Yes
Advanced Technologies,Intel® QuickAssist Technology (QAT),0 default devices
Advanced Technologies,Intel® Dynamic Load Balancer (DLB),0 default devices
Advanced Technologies,Intel® Data Streaming Accelerator (DSA),1 default devices
Advanced Technologies,Intel® In-memory Analytics Accelerator (IAA),0 default devices
Advanced Technologies,Intel® Advanced Matrix Extensions (AMX),No
Advanced Technologies,Intel® Speed Select Technology – Core Power,Yes
Advanced Technologies,Intel® Speed Select Technology – Turbo Frequency,Yes
Advanced Technologies,Intel® Speed Select Technology - Performance Profile,No
Advanced Technologies,Intel® Speed Select Technology - Base Frequency,No
Advanced Technologies,Intel® Resource Director Technology (Intel® RDT),Yes
Advanced Technologies,Intel® Speed Shift Technology,Yes
Advanced Technologies,Intel® Turbo Boost Technology‡,2.0
Advanced Technologies,Intel® Hyper-Threading Technology‡,Yes
Advanced Technologies,Intel® Transactional Synchronization Extensions,Yes
Advanced Technologies,Intel® 64‡,Yes
Advanced Technologies,Instruction Set Extensions,"Intel® SSE4.2, Intel® AVX2, Intel® AVX-512, Intel® AVX"
Advanced Technologies,# of AVX-512 FMA Units,2
Security & Reliability,Intel® QuickAssist Software Acceleration,Yes
Security & Reliability,Intel® Control-Flow Enforcement Technology,Yes
Security & Reliability,Intel® Total Memory Encryption,Yes
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Software Guard Extensions (Intel® SGX),Yes with Intel® SPS
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
Security & Reliability,Execute Disable Bit‡,Yes
Security & Reliability,Intel® OS Guard,Yes
Security & Reliability,Intel® Boot Guard,Yes
Security & Reliability,Intel® Run Sure Technology,Yes
Security & Reliability,Mode-based Execute Control (MBEC),Yes
Security & Reliability,Intel® Platform Firmware Resilience Support,Yes
Security & Reliability,Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,128 GB
Security & Reliability,Intel® Crypto Acceleration,Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Security & Reliability,Intel® VT-x with Extended Page Tables (EPT)‡,Yes
