Section,Key,Value
Essentials,Product Collection,Intel® Compute Module HNS7200AP Family
Essentials,Code Name,Products formerly Adams Pass
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'18
Essentials,Expected Discontinuance,Q2'19
Essentials,EOL Announce,"Monday, June 10, 2019"
Essentials,Last Order,"Friday, August 9, 2019"
Essentials,Last Receipt Attributes,"Saturday, December 7, 2019"
Essentials,Limited 3-year Warranty,Yes
Essentials,Extended Warranty Available for Purchase (Select Countries),No
Essentials,Compatible Product Series,Intel® Xeon Phi™ Processor 7200 Series
Essentials,Board Form Factor,"Custom 6.8"" x 14.2"""
Essentials,Chassis Form Factor,2U Rack
Essentials,Socket,LGA 3647-1
Essentials,Integrated BMC with IPMI,Emulex Pilot III controller
Essentials,Rack-Friendly Board,Yes
Essentials,TDP,320 W
Essentials,Included Items,(1) – Intel Server Board S7200APR(3) – System fans(1) – Slot 1 Riser Card(1) – Slot 2 Riser Card(1) – I/O Bridge Board(1) – Power Docking Board(1) – 130mm 2x7 Fan Assembly Cable(1) – 140mm 2x3 Internal Power Cable(1) – Air Duct(1) – Plastic Cover(1) – Liquid Assisted Air Cooling Unit
Essentials,Board Chipset,Intel® C612 Chipset
Essentials,Target Market,High Performance Computing
Supplemental Information,Embedded Options Available,No
Supplemental Information,Description,"Intel® Server  S7200APR Product Family provides parallelized workflows in the HPC market, featuring features support for Intel® Xeon® Phi™ processors, with 6 DIMMs (1DPC) and optional support for Intel® Omni Path® Fabric Technology.Liquid air cooled node."
Memory Specifications,Max Memory Size (dependent on memory type),384 GB
Memory Specifications,Memory Types,Registered DDR4 (RDIMM) and Load Reduced DDR4 (LRDIMM)
Memory Specifications,Max # of Memory Channels,6
Memory Specifications,Max Memory Bandwidth,512 GB/s
Memory Specifications,# of Memory Slots,6
Memory Specifications,ECC Memory Supported‡,Yes
GPU Specifications,Integrated Graphics‡,Yes
GPU Specifications,Graphics Output,Internal RGB Video Header
Expansion Options,PCI Express Revision,3.0
Expansion Options,Max # of PCI Express Lanes,32
Expansion Options,PCIe x16 Gen 3,2
Expansion Options,Riser Slot 1: Total # of Lanes,16
Expansion Options,Riser Slot 2: Total # of Lanes,16
I/O Specifications,# of USB Ports,2
I/O Specifications,USB Revision,3.0
I/O Specifications,Total # of SATA Ports,1
I/O Specifications,RAID Configuration,Intel(R) Embedded Server RAID Technology (ESRT2)
I/O Specifications,# of Serial Ports,1
I/O Specifications,Integrated LAN,2) RJ-45 1Gb NIC ports
Package Specifications,Max CPU Configuration,1
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,No
Advanced Technologies,Intel® Remote Management Module Support,Yes
Advanced Technologies,Intel® Node Manager,Yes
Advanced Technologies,Intel® Quick Resume Technology,Yes
Advanced Technologies,Intel® Quiet System Technology,Yes
Advanced Technologies,Intel® Rapid Storage Technology enterprise,Yes
Advanced Technologies,Intel® Fast Memory Access,Yes
Advanced Technologies,Intel® Flex Memory Access,Yes
Advanced Technologies,Intel® I/O Acceleration Technology,Yes
Advanced Technologies,Intel® Advanced Management Technology,Yes
Advanced Technologies,Intel® Server Customization Technology,Yes
Advanced Technologies,Intel® Build Assurance Technology,Yes
Advanced Technologies,Intel® Efficient Power Technology,Yes
Advanced Technologies,Intel® Quiet Thermal Technology,Yes
Advanced Technologies,TPM Version,2.0
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
