Section,Key,Value
Essentials,Product Collection,Intel® Optane™ Memory M10 Series
Essentials,Code Name,Products formerly Stony Beach
Essentials,Capacity,64 GB
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'18
Essentials,Lithography Type,3D XPoint™
Performance Specifications,Sequential Bandwidth - 100% Read (up to),1450  MB/s
Performance Specifications,Sequential Bandwidth - 100% Write (up to),640  MB/s
Performance Specifications,Random Read (8GB Span) (up to),255000 IOPS (4K Blocks)
Performance Specifications,Random Write (8GB Span) (up to),145000 IOPS (4K Blocks)
Performance Specifications,Random Read (100% Span),255000 IOPS (4K Blocks)
Performance Specifications,Random Write (100% Span),145000 IOPS (4K Blocks)
Performance Specifications,Power - Active,3.25W
Performance Specifications,Power - Idle,L1.2 : 8mW
Reliability,Vibration - Operating,2.17 GRMS (5-700 Hz)
Reliability,Vibration - Non-Operating,3.13 GRMS (5-800 Hz)
Reliability,Shock (Operating and Non-Operating),1000 G/0.5msec
Reliability,Operating Temperature Range,0°C to 85°C
Reliability,Max Operating Temperature,85 °C
Reliability,Minimum Operating Temperature,0 °C
Reliability,Endurance Rating (Lifetime Writes),365 TBW
Reliability,Mean Time Between Failures (MTBF),1.6 Million Hrs
Reliability,Uncorrectable Bit Error Rate (UBER),< 1 sector per 10^15 bits read
Reliability,Warranty Period,5  yrs
Supplemental Information,Additional Information,View now
Supplemental Information,Description,"A smart, adaptable system accelerator that delivers faster, smoother, and amazingly responsive computing experience."
Package Specifications,Weight,< 10 g
Package Specifications,Form Factor,M.2 22 x 80mm
Package Specifications,Interface,"PCIe 3.0 x2, NVMe"
Advanced Technologies,Temperature Monitoring and Logging,Yes
Advanced Technologies,End-to-End Data Protection,Yes
Advanced Technologies,Intel® Rapid Start Technology,Yes
