Section,Key,Value
Essentials,Product Collection,Ethernet Connections (up to 25GbE)
Essentials,Code Name,Products formerly Parkvale
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q3'17
Essentials,Expected Discontinuance,1H'32
Essentials,TDP,2.6 W
Essentials,Recommended Customer Price,$52.50
Essentials,Supported Operating Systems,View now
Essentials,Operating Temperature Range,0°C to 70°C
Essentials,Max Operating Temperature,70 °C
Essentials,Minimum Operating Temperature,0 °C
Supplemental Information,Embedded Options Available,No
Supplemental Information,Datasheet,View now
Supplemental Information,Description,"The Intel C827-AM1 device is a fully integrated single chip Ethernet retimer that supports 1x100, 4x25, 1x40, or 4x10 GbE full-duplex transmission, over a variety of media including optics, passive copper cables and backplanes."
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Single
Networking Specifications,Data Rate Per Port,"1x100GbE, 1x40GbE, 4x25GbE or 4x10GbE"
Networking Specifications,Interfaces Supported,"SFI, KR, KR4, XAUI, KX, SGMII, XLAUI, KR2, CR2, CR4, CAUI, CPRI"
Package Specifications,Package Size,14mm x 14mm
