Section,Key,Value
Essentials,Product Collection,Intel® Storage Expanders
Essentials,Code Name,Products formerly Scotch Valley
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'12
Essentials,Expected Discontinuance,Q1'17
Essentials,EOL Announce,"Tuesday, January 10, 2017"
Essentials,Last Order,"Monday, July 10, 2017"
Essentials,Last Receipt Attributes,"Tuesday, October 10, 2017"
Essentials,Target Market,Scalable Performance
Essentials,Board Form Factor,Low Profile MD2 Card
Essentials,Data Transfer Rate,6 Gb/s
Essentials,Supported Devices,SAS/SATA
Essentials,RAID Level Supported,Dependent on paired RAID card
Essentials,# of Ports Internal,24
Essentials,# of Ports External,0
Essentials,PCIe Host Interface,N/A
Essentials,IO Processor Model,LSI 6Gb SAS2x24 expander
Essentials,Additional Extended Warranty Details,Intel® RAID Extended Warranty
Essentials,Included Items,"(1) expander board, (6) short mini-sas cables, (3) screws and bumpers"
Supplemental Information,Description,"24 Port SAS 6Gb expander card with ports configurable for input or output. Retail SKU includes cables: Straight 8087, 4x650mm and 2x180mm"
