Section,Key,Value
Essentials,Product Collection,Intel® Ethernet Connection I219 Series
Essentials,Code Name,Products formerly Jacksonville
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q2'15
Essentials,Expected Discontinuance,1H'33
Essentials,Lithography,40 nm
Essentials,TDP,0.5 W
Essentials,Recommended Customer Price,$2.06
Essentials,Supported Operating Systems,View now
Essentials,Operating Temperature Range,0°C to 85°C
Essentials,Max Operating Temperature,85 °C
Essentials,Minimum Operating Temperature,0 °C
Supplemental Information,Datasheet,View now
Supplemental Information,Description,Low Power 1 Gigabit Ethernet PHY
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Single
Networking Specifications,Data Rate Per Port,1GbE
Networking Specifications,System Interface Type,Proprietary
Networking Specifications,Jumbo Frames Supported,Yes
Package Specifications,Package Size,6mm x 6mm
Advanced Technologies,IEEE 1588,Yes
