Section,Key,Value
Retired and discontinued,,
"Intel® Pentium® Gold 7505 Processor (4M Cache, up to 3.50 GHz, with IPU) FC-BGA16F, Tray",Ordering Code,FH8069004531802
"Intel® Pentium® Gold 7505 Processor (4M Cache, up to 3.50 GHz, with IPU) FC-BGA16F, Tray",Spec Code,SRK0A
"Intel® Pentium® Gold 7505 Processor (4M Cache, up to 3.50 GHz, with IPU) FC-BGA16F, Tray",Shipping Media,TRAY
"Intel® Pentium® Gold 7505 Processor (4M Cache, up to 3.50 GHz, with IPU) FC-BGA16F, Tray",Stepping,B1
"Intel® Pentium® Gold 7505 Processor (4M Cache, up to 3.50 GHz, with IPU) FC-BGA16F, Tray",MDDS Content IDs,708614
"Intel® Pentium® Gold 7505 Processor (4M Cache, up to 3.50 GHz, with IPU) FC-BGA16F, Tray",PCN Content IDs,"798466,804736"
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G167599
Trade Compliance Information,US HTS,8542310050
