Section,Key,Value
Essentials,Product Collection,Intel® RAID Controllers
Essentials,Code Name,Products formerly RAID
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q4'16
Essentials,Expected Discontinuance,Q2'22
Essentials,EOL Announce,"Tuesday, April 6, 2021"
Essentials,Last Order,"Wednesday, April 6, 2022"
Essentials,Last Receipt Attributes,"Friday, July 22, 2022"
Essentials,Target Market,Entry
Essentials,Board Form Factor,MD2 low profile
Essentials,Supported Devices,SAS/SATA
Essentials,Supported Operating Systems,"Windows, Linux, VMWare"
Essentials,RAID Level Supported,None
Essentials,JBOD Mode,Yes
Essentials,# of Ports Internal,8
Essentials,# of Ports External,0
Essentials,# of Devices Supported,1024
Essentials,PCIe Host Interface,PCIe x8 Gen3
Essentials,Connector Orientation,Side
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Extended Warranty Details,Intel® RAID Extended Warranty
Essentials,Included Items,One Intel® RAID Controller RS3UC080J with full and low profile brackets
Supplemental Information,Description,"12Gb/s SAS, 6Gb/s SATA, LSI3008 IOC-based JBOD, x8 PCIe 3.0, 8 internal ports, MD2 Low Profile, half-length form"
