Section,Key,Value
Ordering and Spec Information,,
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",Ordering Code,CM8068404196302
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",Spec Code,SRGDY
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",Shipping Media,TRAY
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",Stepping,R0
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",MDDS Content IDs,706332
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",PCN Content IDs,"809472,813820"
"Intel® Xeon® E-2278GE Processor (16M Cache, 3.30 GHz) FC-LGA14A, Tray",Recommended Customer Price,$519.00
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G077159
Trade Compliance Information,US HTS,8542310050
