Section,Key,Value
Essentials,Product Collection,Intel® Storage Expanders
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'12
Essentials,Expected Discontinuance,Q1'17
Essentials,EOL Announce,"Tuesday, January 10, 2017"
Essentials,Last Order,"Monday, June 26, 2017"
Essentials,Last Receipt Attributes,"Thursday, October 26, 2017"
Essentials,Target Market,Scalable Performance
Essentials,Data Transfer Rate,6 Gb/s
Essentials,Supported Devices,SAS/SATA
Essentials,RAID Level Supported,Dependent on paired RAID card
Essentials,# of Ports Internal,36
Essentials,# of Ports External,0
Essentials,IO Processor Model,LSI 6Gb SAS2x36 expander
Essentials,Additional Extended Warranty Details,Intel® RAID Extended Warranty
Essentials,Included Items,"(1) expander board, (6) short mini-sas cables, (3) screws and bumpers"
Supplemental Information,Description,Spare/Accessory 36 port expander card to be used with multiple Intel Server products. Retail Sku includes cables.  Requires special mounting location. Check configuration guide for compatibility.
