Section,Key,Value
Essentials,Product Collection,10GbE Intel® Ethernet Network Adapter E610
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q1'25
Essentials,Vertical Segment,Server
Essentials,Cable Medium,Copper
Essentials,Cabling Type,"RJ45 Category 6, Category 6A, Category 5e up to 100m"
Essentials,Bracket Height,OCP 3.0
Essentials,Recommended Customer Price,$241.00-$251.00
Essentials,Supported Operating Systems,View now
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Dual
Networking Specifications,Data Rate Per Port,10GbE/5GbE/2.5GbE/1Gb
Networking Specifications,Intel® Virtualization Technology for Connectivity (VT-c),Yes
Networking Specifications,Speed & Slot Width,PCIe 4.0 x4
Networking Specifications,Controller,Intel(R) Ethernet Controller E610-XAT2
Package Specifications,System Interface Type,RJ 45
Intel® Virtualization Technology for Connectivity,On-chip QoS and Traffic Management,Yes
Intel® Virtualization Technology for Connectivity,Flexible Port Partitioning,Yes
Intel® Virtualization Technology for Connectivity,Virtual Machine Device Queues (VMDq),Yes
Intel® Virtualization Technology for Connectivity,PCI-SIG* SR-IOV Capable,Yes
Advanced Technologies,iWARP/RDMA,No
Advanced Technologies,Intel® Data Direct I/O Technology,Yes
Advanced Technologies,Intelligent Offloads,Yes
Advanced Technologies,Storage Over Ethernet,"iSCSI, NFS"
