Section,Key,Value
Essentials,Product Collection,Intel® Wireless 7200 Series
Essentials,Code Name,Products formerly Stone Peak
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q3'14
Essentials,Weight (in grams),2.4
Essentials,Operating Temperature Range,0°C to 80°C
Essentials,Max Operating Temperature,80 °C
Essentials,Minimum Operating Temperature,0 °C
Essentials,Supported Operating Systems,"Windows 11, 64-bit*, Windows 10, 64-bit*, Linux*"
Essentials,Antenna,2x2
Networking Specifications,TX/RX Streams,2x2
Networking Specifications,Bands,2.4 GHz
Networking Specifications,Max Speed,300 Mbps
Networking Specifications,Wi-Fi CERTIFIED*,802.11bgn
Networking Specifications,Compliance,"FIPS, FISMA"
Networking Specifications,Integrated Bluetooth,Yes
Networking Specifications,Bluetooth Version,4.2
Package Specifications,Board Form Factor,M.2 2230
Package Specifications,Package Size,22mm x 30mm x 2.4mm
Package Specifications,System Interface Type,"WiFi(PCIe), BT(USB)"
Advanced Technologies,MU-MIMO,No
Advanced Technologies,Supported Under Intel vPro® Technology,No
