Section,Key,Value
Essentials,Product Collection,Intel® Integrated RAID (Modules/System Boards)
Essentials,Code Name,Products formerly Condado Beach
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'12
Essentials,Expected Discontinuance,Q4'19
Essentials,EOL Announce,"Monday, December 31, 2018"
Essentials,Last Order,"Monday, July 1, 2019"
Essentials,Last Receipt Attributes,"Tuesday, October 1, 2019"
Essentials,Target Market,Mainstream
Essentials,Board Form Factor,Storage Connector Module
Essentials,Data Transfer Rate,6 Gb/s
Essentials,Supported Devices,SAS/SATA
Essentials,Supported Operating Systems,"Windows, Linux, VMWare (see THOL)"
Essentials,Compatible Cache Backup Options,AXXRSBBU9 or AXXRMFBU2
Essentials,RAID Level Supported,"0, 1, 10, 5, 50, 6, 60"
Essentials,JBOD Mode,No
Essentials,# of Ports Internal,4
Essentials,# of Ports External,0
Essentials,# of Devices Supported,128
Essentials,Cache Memory,1GB
Essentials,PCIe Host Interface,PCIe x8 Gen2
Essentials,IO Processor Model,LSI2208
Essentials,Keying,SIOM Connector
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Extended Warranty Details,Intel® RAID Extended Warranty
Essentials,Included Items,"(1) RAID Controller module, Quick Start User Guide, Mounting standoffs. Note: Cables sold separately"
Supplemental Information,Description,"Intel® Integrated RAID Module RMS25CB040, SIOM Connector, LSI2208 ROC, 4P Internal SAS, MegaRAID SWStack, 1GB DDR3, R0,1,10,5,50,6,60"
