Section,Key,Value
Essentials,Product Collection,Intel® Ethernet Converged Network Adapter X550
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q1'16
Essentials,Vertical Segment,Server
Essentials,Cable Medium,Copper
Essentials,Cabling Type,RJ45 Category 6 up to 55m; Category 6A up to 100m
Essentials,Bracket Height,Low Profile and Full Height
Essentials,Recommended Customer Price,$106.00
Essentials,Supported Operating Systems,View now
Supplemental Information,Datasheet,View now
Supplemental Information,Description,NBASE-T support in Linux Only
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Dual
Networking Specifications,Data Rate Per Port,10GbE/5GbE/2.5GbE/1GbE/100Mb
Networking Specifications,Intel® Virtualization Technology for Connectivity (VT-c),Yes
Networking Specifications,Speed & Slot Width,"8.0 GT/s, x 4 Lane"
Networking Specifications,Controller,Intel® Ethernet Controller X550
Package Specifications,System Interface Type,PCIe v3.0 (8.0 GT/s)
Intel® Virtualization Technology for Connectivity,On-chip QoS and Traffic Management,Yes
Intel® Virtualization Technology for Connectivity,Flexible Port Partitioning,Yes
Intel® Virtualization Technology for Connectivity,Virtual Machine Device Queues (VMDq),Yes
Intel® Virtualization Technology for Connectivity,PCI-SIG* SR-IOV Capable,Yes
Advanced Technologies,iWARP/RDMA,No
Advanced Technologies,Intel® Data Direct I/O Technology,Yes
Advanced Technologies,Intelligent Offloads,Yes
Advanced Technologies,Storage Over Ethernet,"iSCSI, FCoE, NFS"
