Section,Key,Value
Essentials,Product Collection,Intel® Server Chassis P4000G Family
Essentials,Code Name,Products formerly Union Peak
Essentials,Launch Date,Q4'14
Essentials,Marketing Status,Discontinued
Essentials,Expected Discontinuance,2022
Essentials,EOL Announce,"Friday, August 26, 2022"
Essentials,Last Order,"Friday, December 30, 2022"
Essentials,Last Receipt Attributes,"Friday, June 30, 2023"
Essentials,Limited 3-year Warranty,Yes
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Chassis Form Factor,4U Rack or Pedestal
Essentials,Chassis Dimensions,"17.24"" x 24.9"" x 6.81"""
Essentials,Target Market,Embedded
Essentials,Redundant Fans,Yes
Essentials,Redundant Power Supported,"Supported, requires additional power supply"
Essentials,Backplanes,Sold Separately
Essentials,Included Items,(1) standard control panel (FXXFPANEL); (5) Redundant and hot-swap 80mm system fans (FUPMLHSFAN); (4) fixed 3.5 inch drive sleds (FUP4X35NHDK); (4) fixed power connectors; (1) 4-port fan-out SATA cable;(1) power supply cage (FUPCRPSCAGE); (1) power distribution board (FUPPDBHC2); (1) processor/memory airduct (A4UCWDUCT); (1) hot-swap bezel with lock (FUPBEZELHSD2); (1) MiniSAS HD to 4 ports SATA 7 pins cable (AXXCBL450HD7S)
Supplemental Information,Description,"4U pedestal chassis designed specifically for the Intel® Server Board S2600CW with default of four 3.5"" fixed drives support, and optional 3.5"" or 2.5"" Hot Swap drives support. Power supply options sold separately and include redundant 750W and 1600W."
Memory & Storage,# of Front Drives Supported,4
Memory & Storage,Front Drive Form Factor,"Fixed 2.5"" or 3.5"""
Package Specifications,Max CPU Configuration,2
