Section,Key,Value
Essentials,Product Collection,Intel® Core™ Ultra processors (Series 1)
Essentials,Code Name,Products formerly Meteor Lake
Essentials,Vertical Segment,Embedded
Essentials,Processor Number,155HL
Essentials,Lithography,Intel 4
Essentials,Recommended Customer Price,$438.00
CPU Specifications,Total Cores,16
CPU Specifications,# of Performance-cores,6
CPU Specifications,# of Efficient-cores,8
CPU Specifications,# of Low Power Efficient-cores,2
CPU Specifications,Total Threads,22
CPU Specifications,Max Turbo Frequency,4.8 GHz
CPU Specifications,Intel® Turbo Boost Max Technology 3.0 Frequency‡,4.8 GHz
CPU Specifications,Performance-core Max Turbo Frequency,4.8 GHz
CPU Specifications,Efficient-core Max Turbo Frequency,3.8 GHz
CPU Specifications,Low Power Efficient-core Max Turbo Frequency,2.5 GHz
CPU Specifications,Performance-core Base Frequency,1.4 GHz
CPU Specifications,Efficient-core Base Frequency,900 MHz
CPU Specifications,Low Power Efficient-core Base Frequency,700 MHz
CPU Specifications,Cache,24 MB
CPU Specifications,Processor Base Power,45 W
CPU Specifications,Maximum Turbo Power,115 W
CPU Specifications,Minimum Assured Power,20 W
CPU Specifications,Maximum Assured Power,65 W
CPU Specifications,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Yes
CPU Specifications,AI Datatype Support on CPU,"Int8, FP16, BF16, FP32"
CPU Specifications,AI Software Frameworks Supported by CPU,"OpenVINO™, WindowsML, ONNX RT"
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q2'24
Supplemental Information,Embedded Options Available,Yes
Supplemental Information,Product Tuning (Embedded Uses),Yes
Supplemental Information,Datasheet,View now
Memory Specifications,Max Memory Size (dependent on memory type),96 GB
Memory Specifications,Memory Types,Up to DDR5 5600 MT/s
Memory Specifications,Max # of Memory Channels,2
Memory Specifications,ECC Memory Supported‡,No
GPU Specifications,GPU Name‡,Intel® Arc™ graphics
GPU Specifications,Graphics Max Dynamic Frequency,2.25 GHz
GPU Specifications,Graphics Output,"DP2.1 UHBR20, HDMI2.1"
GPU Specifications,Xe-cores,8
GPU Specifications,Ray Tracing,Yes
GPU Specifications,Max Resolution (HDMI)‡,4096 x 2304 @ 60Hz (HDMI 2.1 TMDS)7680 x 4320 @ 60Hz (HDMI2.1 FRL)
GPU Specifications,Max Resolution (DP)‡,7680 x 4320 @ 60Hz
GPU Specifications,Max Resolution (eDP - Integrated Flat Panel)‡,3840x2400 @ 120Hz
GPU Specifications,DirectX* Support,12.2
GPU Specifications,OpenGL* Support,4.6
GPU Specifications,OpenCL* Support,3.0
GPU Specifications,Multi-Format Codec Engines,2
GPU Specifications,H.264 Hardware Encode/Decode,Yes
GPU Specifications,H.265 (HEVC) Hardware Encode/Decode,Yes
GPU Specifications,AV1 Encode/Decode,Yes
GPU Specifications,VP9 Bitstream & Decoding,Yes
GPU Specifications,Intel® Quick Sync Video,Yes
GPU Specifications,# of Displays Supported‡,4
GPU Specifications,Device ID,0x7D55
GPU Specifications,Intel® Deep Learning Boost (Intel® DL Boost) on GPU,Yes
GPU Specifications,AI Datatype Support on GPU,"Int8, FP16, BF16, FP32"
GPU Specifications,AI Software Frameworks Supported by GPU,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebGPU"
NPU Specifications,NPU Name‡,Intel® AI Boost
NPU Specifications,Max Frequency,1.4 GHz
NPU Specifications,Sparsity Support,Yes
NPU Specifications,Windows Studio Effects Support,Yes
NPU Specifications,AI Datatype Support on NPU,"Int8, FP16, FP32"
NPU Specifications,AI Software Frameworks Supported by NPU,"OpenVINO™, WindowsML, DirectML, ONNX RT"
Expansion Options,Intel® Thunderbolt™ 4,Yes
Expansion Options,PCI Support,4.0
Expansion Options,PCI Express Configurations‡,"3 (x4) Gen4 + 8 (x1,x2,x4) Gen4"
Expansion Options,Max # of PCI Express Lanes,20
Package Specifications,Sockets Supported,FCLGA1851
Package Specifications,Max CPU Configuration,1
Package Specifications,Max Operating Temperature,105 °C
Package Specifications,Package Size,45 mm x 37.5 mm
Advanced Technologies,Intel® Gaussian & Neural Accelerator,3.5
Advanced Technologies,Intel® Thread Director,Yes
Advanced Technologies,Intel® Image Processing Unit,6.0
Advanced Technologies,Intel® Smart Sound Technology,Yes
Advanced Technologies,Intel® Wake on Voice,Yes
Advanced Technologies,Intel® High Definition Audio,Yes
Advanced Technologies,Intel® Adaptix™ Technology,Yes
Advanced Technologies,Intel® Speed Shift Technology,Yes
Advanced Technologies,Intel® Turbo Boost Max Technology 3.0‡,Yes
Advanced Technologies,Intel® Hyper-Threading Technology‡,Yes
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Instruction Set Extensions,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
Advanced Technologies,Thermal Monitoring Technologies,Yes
Advanced Technologies,Intel® Flex Memory Access,Yes
Advanced Technologies,Intel® Volume Management Device (VMD),No
Security & Reliability,Intel vPro® Eligibility‡,Intel vPro® Essentials
Security & Reliability,Intel® Threat Detection Technology (TDT),Yes
Security & Reliability,Intel® Active Management Technology (AMT)‡,No
Security & Reliability,Intel® Standard Manageability (ISM)‡,Yes
Security & Reliability,Intel® Remote Platform Erase (RPE)‡,No
Security & Reliability,Intel® One-Click Recovery‡,No
Security & Reliability,Intel® Hardware Shield Eligibility‡,Yes
Security & Reliability,Intel® Secure Key,Yes
Security & Reliability,Intel® Control-Flow Enforcement Technology,Yes
Security & Reliability,Intel® Total Memory Encryption - Multi Key,No
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
Security & Reliability,Execute Disable Bit‡,Yes
Security & Reliability,Intel® OS Guard,Yes
Security & Reliability,Intel® Boot Guard,Yes
Security & Reliability,Mode-based Execute Control (MBEC),Yes
Security & Reliability,Intel® Stable IT Platform Program (SIPP),No
Security & Reliability,Intel® Virtualization Technology with Redirect Protection (VT-rp)‡,No
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Security & Reliability,Intel® VT-x with Extended Page Tables (EPT)‡,Yes
