Section,Key,Value
Retired and discontinued,,
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, for China, includes Intel® Optane™ Memory (16GB)",Ordering Code,BOC80684I58400
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, for China, includes Intel® Optane™ Memory (16GB)",Spec Code,SR3QT
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, for China, includes Intel® Optane™ Memory (16GB)",Shipping Media,BOX
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, for China, includes Intel® Optane™ Memory (16GB)",Stepping,U0
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, for China, includes Intel® Optane™ Memory (16GB)",MDDS Content IDs,707883
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, for China, includes Intel® Optane™ Memory (16GB)",PCN Content IDs,800173
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, includes Intel® Optane™ Memory (16GB)",Ordering Code,BO80684I58400
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, includes Intel® Optane™ Memory (16GB)",Spec Code,SR3QT
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, includes Intel® Optane™ Memory (16GB)",Shipping Media,BOX
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, includes Intel® Optane™ Memory (16GB)",Stepping,U0
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, includes Intel® Optane™ Memory (16GB)",MDDS Content IDs,707883
"Boxed Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) FC-LGA14C, includes Intel® Optane™ Memory (16GB)",PCN Content IDs,800173
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G077159
Trade Compliance Information,US HTS,8542310050
