Section,Key,Value
Essentials,Product Collection,Intel Atom® Processor D Series
Essentials,Code Name,Products formerly Cedarview
Essentials,Vertical Segment,Desktop
Essentials,Processor Number,D2500
Essentials,Lithography,32 nm
CPU Specifications,Total Cores,2
CPU Specifications,Total Threads,2
CPU Specifications,Processor Base Frequency,1.86 GHz
CPU Specifications,Cache,1 MB L2 Cache
CPU Specifications,Bus Speed,2.5 GT/s
CPU Specifications,TDP,10 W
Supplemental Information,Marketing Status,Discontinued
Supplemental Information,Launch Date,Q3'11
Supplemental Information,Embedded Options Available,No
Memory Specifications,Max Memory Size (dependent on memory type),4 GB
Memory Specifications,Memory Types,DDR3 800/1066
Memory Specifications,Max # of Memory Channels,1
Memory Specifications,Max Memory Bandwidth,6.4 GB/s
Memory Specifications,Physical Address Extensions,36-bit
Memory Specifications,ECC Memory Supported‡,No
GPU Specifications,Graphics Base Frequency,400 MHz
GPU Specifications,# of Displays Supported‡,2
Expansion Options,Max # of PCI Express Lanes,4
I/O Specifications,# of USB Ports,8
I/O Specifications,Total # of SATA Ports,2
Package Specifications,Sockets Supported,FCBGA559
Package Specifications,TJUNCTION,100 C
Package Specifications,Package Size,22mm X 22mm
Advanced Technologies,Intel® Turbo Boost Technology‡,No
Advanced Technologies,Intel® Hyper-Threading Technology‡,No
Advanced Technologies,Intel® 64‡,Yes
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Instruction Set Extensions,"Intel® SSE2, Intel® SSE3, Intel® SSSE3"
Advanced Technologies,Enhanced Intel SpeedStep® Technology,No
Advanced Technologies,Intel® Demand Based Switching,No
Advanced Technologies,Intel® ME Firmware Version,No
Advanced Technologies,Intel® HD Audio Technology,Yes
Security & Reliability,Execute Disable Bit‡,Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,No
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,No
