Section,Key,Value
Ordering and Spec Information,,
"Intel Atom® X7425E processor (6M Cache, up to 3.40 GHz) FC-BGA16F, Tray",Ordering Code,FJ8071504822030
"Intel Atom® X7425E processor (6M Cache, up to 3.40 GHz) FC-BGA16F, Tray",Spec Code,SRMLN
"Intel Atom® X7425E processor (6M Cache, up to 3.40 GHz) FC-BGA16F, Tray",Shipping Media,TRAY
"Intel Atom® X7425E processor (6M Cache, up to 3.40 GHz) FC-BGA16F, Tray",Stepping,N0
"Intel Atom® X7425E processor (6M Cache, up to 3.40 GHz) FC-BGA16F, Tray",MDDS Content IDs,766559
"Intel Atom® X7425E processor (6M Cache, up to 3.40 GHz) FC-BGA16F, Tray",Recommended Customer Price,$58.00
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G167599
Trade Compliance Information,US HTS,8542310050
