Section,Key,Value
Essentials,Product Collection,Riser Card Options
Essentials,Code Name,Products formerly Kennedy Pass
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q3'15
Essentials,Expected Discontinuance,Q3'20
Essentials,EOL Announce,"Friday, July 19, 2019"
Essentials,Last Order,"Sunday, July 5, 2020"
Essentials,Last Receipt Attributes,"Monday, October 5, 2020"
Essentials,Included Items,"1) PCI Express x16 (200 pin) rIOM riser,  (1) rIOM carrier board, (1) SATA cable"
Supplemental Information,Description,1x16 PCI Express Gen 3 (200 pin) rIOM riser and rIOM carrier board kit supporting the Intel I/O module and one SATA 80mm M.2 device for Intel® Compute Module HNS2600KP and Intel® Compute Module HNS2600TP families for Slot 2
