Section,Key,Value
Essentials,Product Collection,Intel® Optane™ Memory H20 with Solid State Storage
Essentials,Code Name,Products formerly Pyramid Glacier
Essentials,Capacity,512 GB
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q2'21
Essentials,Use Conditions,"PC/Client/Tablet, Workstation"
Performance Specifications,Sequential Bandwidth - 100% Read (up to),3400  MB/s
Performance Specifications,Sequential Bandwidth - 100% Write (up to),2000  MB/s
Performance Specifications,Random Read (8GB Span) (up to),380000 IOPS (4K Blocks)
Performance Specifications,Random Write (8GB Span) (up to),280000 IOPS (4K Blocks)
Performance Specifications,Power - Active,170mW
Performance Specifications,Power - Idle,35mW
Reliability,Vibration - Operating,2.17 GRMS (5-700Hz)
Reliability,Vibration - Non-Operating,3.13GRMS (5-800Hz)
Reliability,Shock (Operating and Non-Operating),1500 G/0.5ms
Reliability,Operating Temperature Range,0°C to 70°C
Reliability,Max Operating Temperature,70 °C
Reliability,Minimum Operating Temperature,0 °C
Reliability,Endurance Rating (Lifetime Writes),185 TBW
Reliability,Mean Time Between Failures (MTBF),= 1.6 million hours
Reliability,Uncorrectable Bit Error Rate (UBER),< 1 sector per 10^15 bits read
Reliability,Warranty Period,5  yrs
Supplemental Information,Description,Premium storage solution featuring Intel Optane Memory Technology and 3rd Gen Intel 3D QLC NAND technology  on a single M.2 form factor Drive
Package Specifications,Weight,<10 grams
Package Specifications,Form Factor,M.2 22 x 80mm
Package Specifications,Interface,"PCIe 3.0 x4, NVMe"
Advanced Technologies,Enhanced Power Loss Data Protection,Yes
Advanced Technologies,Hardware Encryption,AES 256 bit
Advanced Technologies,High Endurance Technology (HET),No
Advanced Technologies,Temperature Monitoring and Logging,Yes
Advanced Technologies,End-to-End Data Protection,No
Advanced Technologies,Intel® Smart Response Technology,Yes
Advanced Technologies,Intel® Rapid Start Technology,Yes
Advanced Technologies,Intel® Remote Secure Erase,Yes
