Section,Key,Value
Essentials,Product Collection,Intel Atom® Processor X Series
Essentials,Code Name,Products formerly Cherry Trail
Essentials,Vertical Segment,Mobile
Essentials,Processor Number,x5-Z8300
Essentials,Lithography,14 nm
CPU Specifications,Total Cores,4
CPU Specifications,Burst Frequency,1.84 GHz
CPU Specifications,Processor Base Frequency,1.44 GHz
CPU Specifications,Cache,2 MB
CPU Specifications,Scenario Design Power (SDP),2 W
Supplemental Information,Marketing Status,Discontinued
Supplemental Information,Launch Date,Q2'15
Supplemental Information,Servicing Status,End of Servicing Lifetime
Supplemental Information,End of Servicing Updates Date,"Thursday, June 30, 2022"
Supplemental Information,Embedded Options Available,No
Memory Specifications,Max Memory Size (dependent on memory type),2 GB
Memory Specifications,Memory Types,DDR3L-RS 1600
Memory Specifications,Max # of Memory Channels,1
Memory Specifications,Max Memory Bandwidth,12.8 GB/s
GPU Specifications,Graphics Base Frequency,200 MHz
GPU Specifications,Graphics Burst Frequency,500 MHz
GPU Specifications,Graphics Video Max Memory,2 GB
GPU Specifications,Execution Units,12
GPU Specifications,Max Resolution (HDMI)‡,1920x1080
GPU Specifications,# of Displays Supported‡,2
Expansion Options,PCI Express Revision,2.0
Expansion Options,PCI Express Configurations‡,1x1
Expansion Options,Max # of PCI Express Lanes,1
I/O Specifications,USB Revision,3.0
Package Specifications,Sockets Supported,UTFCBGA592
Package Specifications,TJUNCTION,90°C
Package Specifications,Package Size,17mm x 17mm
Advanced Technologies,Secure Boot,Yes
Advanced Technologies,Intel® 64‡,Yes
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Intel® Identity Protection Technology‡,Yes
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
