Section,Key,Value
Essentials,Product Collection,Intel® Celeron® Processor 1000 Series
Essentials,Code Name,Products formerly Ivy Bridge
Essentials,Vertical Segment,Embedded
Essentials,Processor Number,1047UE
Essentials,Lithography,22 nm
CPU Specifications,Total Cores,2
CPU Specifications,Total Threads,2
CPU Specifications,Processor Base Frequency,1.40 GHz
CPU Specifications,Cache,2 MB Intel® Smart Cache
CPU Specifications,Bus Speed,5 GT/s
CPU Specifications,TDP,17 W
Supplemental Information,Marketing Status,Discontinued
Supplemental Information,Launch Date,Q1'13
Supplemental Information,Servicing Status,End of Servicing Lifetime
Supplemental Information,End of Servicing Updates Date,"Tuesday, December 31, 2019"
Supplemental Information,Embedded Options Available,Yes
Supplemental Information,Use Conditions,"Embedded Broad Market Commercial Temp, PC/Client/Tablet"
Supplemental Information,Datasheet,View now
Memory Specifications,Max Memory Size (dependent on memory type),16 GB
Memory Specifications,Memory Types,DDR3/DDR3L 1333/1600
Memory Specifications,Max # of Memory Channels,2
Memory Specifications,Max Memory Bandwidth,25.6 GB/s
Memory Specifications,ECC Memory Supported‡,Yes
GPU Specifications,GPU Name‡,Intel® HD Graphics for 3rd Generation Intel® Processors
GPU Specifications,Graphics Base Frequency,350 MHz
GPU Specifications,Graphics Max Dynamic Frequency,900 MHz
GPU Specifications,Graphics Output,eDP/DP/HDMI/SDVO/CRT
GPU Specifications,Intel® Quick Sync Video,No
GPU Specifications,Intel® InTru™ 3D Technology,No
GPU Specifications,Intel® Clear Video HD Technology,No
GPU Specifications,# of Displays Supported‡,2
Expansion Options,PCI Express Revision,2.0
Expansion Options,PCI Express Configurations‡,"1x16, 2x8, 1x8 & 2x4"
Expansion Options,Max # of PCI Express Lanes,1
Package Specifications,Sockets Supported,FCBGA1023
Package Specifications,Max CPU Configuration,1
Package Specifications,TJUNCTION,105C
Package Specifications,Package Size,BGA1023 31mm x 24mm
Advanced Technologies,Intel® Turbo Boost Technology‡,No
Advanced Technologies,Intel® Hyper-Threading Technology‡,No
Advanced Technologies,Intel® 64‡,Yes
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Intel® My WiFi Technology,No
Advanced Technologies,Enhanced Intel SpeedStep® Technology,Yes
Advanced Technologies,Thermal Monitoring Technologies,Yes
Advanced Technologies,Intel® Fast Memory Access,Yes
Advanced Technologies,Intel® Flex Memory Access,Yes
Security & Reliability,Intel® AES New Instructions,No
Security & Reliability,Intel® Trusted Execution Technology‡,No
Security & Reliability,Anti-Theft Technology,No
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,No
