Section,Key,Value
Essentials,Product Collection,Intel® Celeron® Processor N Series
Essentials,Code Name,Products formerly Braswell
Essentials,Vertical Segment,Mobile
Essentials,Processor Number,N3010
Essentials,Lithography,14 nm
CPU Specifications,Total Cores,2
CPU Specifications,Total Threads,2
CPU Specifications,Burst Frequency,2.24 GHz
CPU Specifications,Processor Base Frequency,1.04 GHz
CPU Specifications,Cache,2 MB L2 Cache
CPU Specifications,Scenario Design Power (SDP),3 W
CPU Specifications,TDP,4 W
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q1'16
Supplemental Information,Servicing Status,End of Servicing Lifetime
Supplemental Information,End of Servicing Updates Date,"Thursday, June 30, 2022"
Supplemental Information,Embedded Options Available,Yes
Supplemental Information,Use Conditions,"Embedded Broad Market Commercial Temp, PC/Client/Tablet"
Supplemental Information,Datasheet,View now
Memory Specifications,Max Memory Size (dependent on memory type),8 GB
Memory Specifications,Memory Types,DDR3L-1600
Memory Specifications,Max # of Memory Channels,2
Memory Specifications,ECC Memory Supported‡,No
GPU Specifications,Graphics Base Frequency,320 MHz
GPU Specifications,Graphics Burst Frequency,600 MHz
GPU Specifications,Graphics Video Max Memory,8 GB
GPU Specifications,Graphics Output,eDP/DP/HDMI
GPU Specifications,Execution Units,12
GPU Specifications,DirectX* Support,Yes
GPU Specifications,OpenGL* Support,Yes
GPU Specifications,Intel® Quick Sync Video,Yes
GPU Specifications,Intel® InTru™ 3D Technology,No
GPU Specifications,Intel® Clear Video HD Technology,Yes
GPU Specifications,Intel® Clear Video Technology,Yes
GPU Specifications,# of Displays Supported‡,3
Expansion Options,PCI Express Revision,2.0
Expansion Options,PCI Express Configurations‡,1x4/2x2/1x2 + 2x1/4x1
Expansion Options,Max # of PCI Express Lanes,4
I/O Specifications,# of USB Ports,5
I/O Specifications,USB Revision,2.0/3.0
I/O Specifications,Total # of SATA Ports,2
I/O Specifications,Integrated LAN,No
I/O Specifications,General Purpose IO,Yes
I/O Specifications,UART,Yes
I/O Specifications,Max # of SATA 6.0 Gb/s Ports,2
Package Specifications,Sockets Supported,FCBGA1170
Package Specifications,Max CPU Configuration,1
Package Specifications,TJUNCTION,90°C
Package Specifications,Package Size,25mm x 27mm
Advanced Technologies,Intel® Turbo Boost Technology‡,No
Advanced Technologies,Secure Boot,Yes
Advanced Technologies,Intel® Hyper-Threading Technology‡,No
Advanced Technologies,Intel® 64‡,Yes
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Idle States,Yes
Advanced Technologies,Enhanced Intel SpeedStep® Technology,Yes
Advanced Technologies,Thermal Monitoring Technologies,Yes
Advanced Technologies,Intel® HD Audio Technology,Yes
Advanced Technologies,Intel® Identity Protection Technology‡,Yes
Advanced Technologies,Intel® Rapid Storage Technology,No
Advanced Technologies,Intel® Smart Connect Technology,No
Advanced Technologies,Intel® Smart Response Technology,No
Advanced Technologies,4G WiMAX Wireless Technology,No
Advanced Technologies,Intel® Virtualization Technology for Itanium (VT-i),No
Security & Reliability,Intel® Secure Key,Yes
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,No
Security & Reliability,Execute Disable Bit‡,Yes
Security & Reliability,Anti-Theft Technology,No
Security & Reliability,Intel® OS Guard,No
Security & Reliability,Intel® Stable IT Platform Program (SIPP),No
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,No
Security & Reliability,Intel® VT-x with Extended Page Tables (EPT)‡,Yes
