Section,Key,Value
Essentials,Product Collection,Intel® RAID Controllers
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q3'21
Essentials,Expected Discontinuance,2023
Essentials,EOL Announce,"Friday, May 5, 2023"
Essentials,Last Order,"Friday, June 30, 2023"
Essentials,Target Market,Storage
Essentials,Board Form Factor,Low-Profile MD2 PCIe AIC
Essentials,Supported Devices,SAS/SATA
Essentials,Supported Operating Systems,"Microsoft WindowsVMWareLinux (SLES, RHEL)"
Essentials,RAID Level Supported,JBOD Only
Essentials,JBOD Mode,Yes
Essentials,# of Ports External,16
Essentials,# of Devices Supported,1024
Essentials,PCIe Host Interface,PCIe x8 Gen4
Essentials,IO Processor Model,SAS3816
Essentials,Keying,PCIe x8 Connector
Essentials,Connector Orientation,Horizontal
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Extended Warranty Details,Intel® RAID Extended Warranty
Essentials,Included Items,(1) Intel® Storage Adapter(1) Low-profile mounting bracket
Supplemental Information,Description,SAS/SATA Storage Adapter with 16 external SAS/SATA  ports.
Supplemental Information,Additional Information,View now
