Section,Key,Value
Essentials,Product Collection,Drive Bay Options
Essentials,Code Name,Products formerly Sawtooth
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q3'17
Essentials,Expected Discontinuance,2022
Essentials,EOL Announce,"Friday, August 26, 2022"
Essentials,Last Order,"Friday, December 30, 2022"
Essentials,Last Receipt Attributes,"Friday, June 30, 2023"
Essentials,Included Items,1) - Drive bay(1) - Hot Swap Back Plane(4) - 3.5“ Hot Swap Tool Less Drive Carriers – FXX35HSCAR2(2) - I2C cable(1)  - EMI cover
Supplemental Information,Description,"3.5"" Hot Swap Drive Kit for P4000 server chassis.For usage with S2600ST family boards"
