Section,Key,Value
Essentials,Product Collection,Cyclone® IV E FPGA
Essentials,Marketing Status,Launched
Essentials,Launch Date,2009
Essentials,Lithography,60 nm
Resources,Logic Elements (LE),75000
Resources,Fabric and I/O Phase-Locked Loops (PLLs),4
Resources,Maximum Embedded Memory,2.745 Mb
Resources,Digital Signal Processing (DSP) Blocks,200
Resources,Digital Signal Processing (DSP) Format,Multiply
Resources,Hard Memory Controllers,No
Resources,External Memory Interfaces (EMIF),"DDR, DDR2, SDR"
I/O Specifications,Maximum User I/O Count†,426
I/O Specifications,I/O Standards Support,"3.0 V to 3.3 V LVTTL, 1.2 V to 3.3 V LVCMOS, PCI, PCI-X, SSTL, HSTL, Differential SSTL, Differential HSTL, LVDS, Mini-LVDS, RSDS, LVPECL, BLVDS, PPDS"
Advanced Technologies,FPGA Bitstream Security,No
Advanced Technologies,Analog-to-Digital Converter,No
Package Specifications,Package Options,"U484, F484, F780"
Supplemental Information,Additional Information,Product Table (Family Comparison)Cyclone IV Featured DocumentationAll FPGA Documentation
