Section,Key,Value
Essentials,Product Collection,Intel® 100 Series Mobile Chipsets
Essentials,Code Name,Products formerly Skylake
Essentials,Vertical Segment,Mobile
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q3'15
Essentials,Lithography,22 nm
Essentials,TDP,2.6 W
Essentials,Recommended Customer Price,$48.00
Essentials,Supports Memory Overclocking,Yes
Essentials,Use Conditions,"Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet"
Supplemental Information,Embedded Options Available,Yes
Memory Specifications,# of DIMMs per channel,2
Memory Specifications,ECC Memory Supported‡,No
Memory Specifications,Supports Overclocking,"IA, Memory"
GPU Specifications,# of Displays Supported‡,3
Expansion Options,Direct Media Interface (DMI) Revision,3.0
Expansion Options,Max # of DMI Lanes,4
Expansion Options,PCI Express Revision,3.0
Expansion Options,PCI Express Configurations‡,"x1, x2, x4"
Expansion Options,Max # of PCI Express Lanes,16
I/O Specifications,# of USB Ports,14
I/O Specifications,USB Configuration,8 USB 3.0 Ports14 USB 2.0 Ports
I/O Specifications,USB Revision,"3.0, 2.0"
I/O Specifications,Max # of SATA 6.0 Gb/s Ports,4
I/O Specifications,RAID Configuration,"PCIe 0,1 / SATA 0,1,5,10"
I/O Specifications,Integrated LAN,Integrated MAC
I/O Specifications,Supported Processor PCI Express Port Configurations,1x16 or 2x8 or 1x8+2x4
Package Specifications,Package Size,23mm x 23mm
Advanced Technologies,Intel® Optane™ Memory Supported‡,No
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Advanced Technologies,Intel® ME Firmware Version,11
Advanced Technologies,Intel® HD Audio Technology,Yes
Advanced Technologies,Intel® Rapid Storage Technology,Yes
Advanced Technologies,Intel® Standard Manageability,No
Advanced Technologies,Intel® Stable IT Platform Program (SIPP),No
Advanced Technologies,Intel® Smart Sound Technology,Yes
Advanced Technologies,Intel® Platform Trust Technology (Intel® PTT),Yes
Security & Reliability,Intel® Trusted Execution Technology‡,No
Security & Reliability,Intel® Boot Guard,Yes
