Section,Key,Value
Essentials,Product Collection,Intel® Processor N-series
Essentials,Code Name,Products formerly Twin Lake
Essentials,Vertical Segment,Mobile
Essentials,Processor Number,N250
Essentials,Lithography,Intel 7
CPU Specifications,Total Cores,4
CPU Specifications,Total Threads,4
CPU Specifications,Max Turbo Frequency,3.8 GHz
CPU Specifications,Cache,6 MB Intel® Smart Cache
CPU Specifications,Processor Base Power,6 W
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q1'25
Supplemental Information,Embedded Options Available,Yes
Supplemental Information,Product Tuning (Embedded Uses),Yes
Supplemental Information,Datasheet,View now
Memory Specifications,Max Memory Size (dependent on memory type),16 GB
Memory Specifications,Memory Types,DDR4 3200 MT/sDDR5 4800 MT/sLPDDR5 4800 MT/s
Memory Specifications,Maximum Memory Speed,4800 MHz
Memory Specifications,Max # of Memory Channels,1
Memory Specifications,ECC Memory Supported‡,No
GPU Specifications,GPU Name‡,Intel® Graphics
GPU Specifications,Graphics Max Dynamic Frequency,1.25 GHz
GPU Specifications,Graphics Output,"eDP 1.4b, DP 1.4, HDMI 2.1, MIPI-DSI 1.3"
GPU Specifications,Execution Units,32
GPU Specifications,4K Support,"Yes, at 60Hz"
GPU Specifications,Max Resolution (HDMI)‡,4096 x 2160@60Hz
GPU Specifications,Max Resolution (DP)‡,4096 x 2160@60Hz
GPU Specifications,DirectX* Support,12.1
GPU Specifications,OpenGL* Support,4.6
GPU Specifications,OpenCL* Support,3.0
GPU Specifications,Intel® Quick Sync Video,Yes
GPU Specifications,# of Displays Supported‡,3
GPU Specifications,Device ID,0x46D3
Expansion Options,Chipset / PCH PCIe Revision,Gen 3
Expansion Options,Max # of PCI Express Lanes,9
I/O Specifications,USB Revision,2.0/3.2
I/O Specifications,General Purpose IO,Yes
Package Specifications,Sockets Supported,FCBGA1264
Package Specifications,Max CPU Configuration,1
Package Specifications,TJUNCTION,105°C
Package Specifications,Max Operating Temperature,105 °C
Package Specifications,Package Size,35mm x 24mm
Advanced Technologies,Intel® Gaussian & Neural Accelerator,3.0
Advanced Technologies,Intel® Image Processing Unit,6.0
Advanced Technologies,Intel® Smart Sound Technology,Yes
Advanced Technologies,Intel® Wake on Voice,Yes
Advanced Technologies,Intel® High Definition Audio,Yes
Advanced Technologies,MIPI SoundWire*,1.2
Advanced Technologies,Intel® Speed Shift Technology,Yes
Advanced Technologies,Intel® Hyper-Threading Technology‡,No
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Instruction Set Extensions,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
Advanced Technologies,Enhanced Intel SpeedStep® Technology,Yes
Advanced Technologies,Thermal Monitoring Technologies,Yes
Security & Reliability,Intel® Control-Flow Enforcement Technology,Yes
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
Security & Reliability,Intel® OS Guard,Yes
Security & Reliability,Intel® Boot Guard,Yes
Security & Reliability,Mode-based Execute Control (MBEC),Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Security & Reliability,Intel® VT-x with Extended Page Tables (EPT)‡,Yes
