Section,Key,Value
Essentials,Product Collection,Intel® Server D50TNP Family
Essentials,Code Name,Products formerly Tennessee Pass
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q2'21
Essentials,Expected Discontinuance,2023
Essentials,EOL Announce,"Friday, May 5, 2023"
Essentials,Last Order,"Friday, June 30, 2023"
Essentials,Limited 3-year Warranty,Yes
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Extended Warranty Details,Dual Processor Board Extended Warranty
Essentials,Compatible Product Series,3rd Generation Intel® Xeon® Scalable Processors
Essentials,Board Form Factor,8.33” x 21.5”
Essentials,Chassis Form Factor,Rack
Essentials,Socket,Socket-P4
Essentials,Integrated BMC with IPMI,IPMI 2.0 & Redfish
Essentials,Rack-Friendly Board,Yes
Essentials,TDP,270 W
Essentials,Included Items,"(1) Intel® Server Board DDR4 D50TNP1SBCR(1) 1U half-width module tray – iPN K53210(2) 1U PCIe Riser (x16 PCIe slot and M.2 Connector) for D50TNP1SBCR board TNP1UCRRISER(2) 1U riser bracket to support TNP1UCRRISER – iPN K25206(1) Memory DIMM Removal Tool TNPDMMLTHTL(2) Processor carrier clip, for 3rd Gen Intel® Xeon® Scalable processor family – iPN J98484(1) Liquid-Cooling Loop Kit TNPLCLPCM (includes 8 pcs of DIMM clips – iPC FXXWKLCDMCLP)"
Essentials,Board Chipset,Intel® C621A Chipset
Essentials,Target Market,High Performance Computing
Supplemental Information,Embedded Options Available,No
Supplemental Information,Description,A 1U high-density half-width  compute module integrated with Intel® Server Board DDR4 D50TNP1SBCR for large memory capability and flexible configuration options for the Intel® Server Chassis FC2000 Family
Memory Specifications,Max Memory Size (dependent on memory type),2 TB
Memory Specifications,Memory Types,-DDR4 (RDIMM)-3DS-RDIMM-Load Reduced DDR4 (LRDIMM)-3DS-LRDIMM
Memory Specifications,Max # of Memory Channels,16
Memory Specifications,Max Memory Bandwidth,204.8 GB/s
Memory Specifications,# of Memory Slots,16
Memory Specifications,ECC Memory Supported‡,Yes
GPU Specifications,Integrated Graphics‡,Yes
GPU Specifications,Graphics Output,VGA
Expansion Options,PCI Express Revision,4.0
Expansion Options,Max # of PCI Express Lanes,32
Expansion Options,Riser Slot 1: Total # of Lanes,16
Expansion Options,Riser Slot 2: Total # of Lanes,16
I/O Specifications,# of USB Ports,3
I/O Specifications,USB Configuration,•One USB 3.0 port•Two USB 3.0 ports (dual-stack)
I/O Specifications,USB Revision,3.0
I/O Specifications,Total # of SATA Ports,2
I/O Specifications,Max # of UPI Links,3
I/O Specifications,RAID Configuration,0/1
I/O Specifications,# of Serial Ports,1
I/O Specifications,Integrated LAN,1
Package Specifications,Max CPU Configuration,2
Advanced Technologies,Advanced System Management key,Yes
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Advanced Technologies,Intel® Node Manager,Yes
Advanced Technologies,Intel® Advanced Management Technology,Yes
Advanced Technologies,TPM Version,2.0
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
