Section,Key,Value
Essentials,Product Collection,Intel® Ethernet Controller V710
Essentials,Code Name,Products formerly Carlsville
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q2'20
Essentials,Expected Discontinuance,Q2'30
Essentials,TDP,9.5 W
Essentials,Recommended Customer Price,$48.15
Essentials,Supported Operating Systems,View now
Essentials,Operating Temperature Range,0°C to 55°C
Essentials,Max Operating Temperature,55 °C
Essentials,Minimum Operating Temperature,0 °C
Essentials,Use Conditions,Server/Enterprise
Supplemental Information,Embedded Options Available,No
Supplemental Information,Description,"Multiple speed, energy-efficient design for NBASE-Tnetworks and 802.3bz"
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Dual
Networking Specifications,Data Rate Per Port,"5/2.5/1GbE, 100Mb"
Networking Specifications,System Interface Type,PCIe 3.0 (8.0 GT/s)
Networking Specifications,Jumbo Frames Supported,Yes
Networking Specifications,Interfaces Supported,"NBASE-T, 100BASE-T, 1000BASE-T"
Package Specifications,Package Size,22mm x 22mm
Intel® Virtualization Technology for Connectivity,On-chip QoS and Traffic Management,Yes
Intel® Virtualization Technology for Connectivity,Flexible Port Partitioning,Yes
Intel® Virtualization Technology for Connectivity,Virtual Machine Device Queues (VMDq),Yes
Intel® Virtualization Technology for Connectivity,PCI-SIG* SR-IOV Capable,Yes
Advanced Technologies,Intel® Data Direct I/O Technology,Yes
Advanced Technologies,Intelligent Offloads,Yes
