Section,Key,Value
Essentials,Product Collection,Intel® Cyclone® 10 GX FPGA
Essentials,Marketing Status,Launched
Essentials,Launch Date,2017
Essentials,Lithography,20 nm
Resources,Logic Elements (LE),220000
Resources,Adaptive Logic Modules (ALM),80330
Resources,Adaptive Logic Module (ALM) Registers,321320
Resources,Fabric and I/O Phase-Locked Loops (PLLs),10
Resources,Maximum Embedded Memory,13.43 Mb
Resources,Digital Signal Processing (DSP) Blocks,192
Resources,Digital Signal Processing (DSP) Format,"Multiply, Multiply and Accumulate, Variable Precision, Fixed Point (hard IP), Floating Point (hard IP)"
Resources,Hard Memory Controllers,Yes
Resources,External Memory Interfaces (EMIF),"DDR3, DDR3L, LPDDR3"
I/O Specifications,Maximum User I/O Count†,284
I/O Specifications,I/O Standards Support,"3.0 V LVTTL, 1.2 V to 3.0 V LVCMOS, SSTL, POD, HSTL, HSUL, Differential SSTL, Differential POD, Differential HSTL, Differential HSUL, LVDS, Mini-LVDS, RSDS, LVPECL"
I/O Specifications,Maximum LVDS Pairs,118
I/O Specifications,Maximum Non-Return to Zero (NRZ) Transceivers†,12
I/O Specifications,Maximum Non-Return to Zero (NRZ) Data Rate†,12.5 Gbps
I/O Specifications,Transceiver Protocol Hard IP,PCIe Gen2
Advanced Technologies,FPGA Bitstream Security,Yes
Package Specifications,Package Options,"U484, F672, F780"
Supplemental Information,Additional Information,Product Table (Family Comparison)DatasheetAll FPGA Documentation
