Section,Key,Value
Essentials,Product Collection,Intel® MAX® 10 FPGA
Essentials,Marketing Status,Launched
Essentials,Launch Date,2014
Essentials,Lithography,55 nm
Resources,Logic Elements (LE),50000
Resources,Fabric and I/O Phase-Locked Loops (PLLs),4
Resources,Maximum Embedded Memory,1.638 Mb
Resources,Digital Signal Processing (DSP) Format,Multiply
Resources,Hard Memory Controllers,No
Resources,External Memory Interfaces (EMIF),"DDR2 SDRAM, DDR3 SDRAM, LPDDR2, SRAM"
Resources,User-Flashable Memory,Yes
Resources,Internal Configuration Storage,Yes
I/O Specifications,Maximum User I/O Count†,500
I/O Specifications,I/O Standards Support,"3.0 V to 3.3 V LVTTL, 1.0 V to 3.3 V LVCMOS, PCI, SSTL, HSTL, HSUL, Differential SSTL, Differential HSTL, Differential HSUL, LVDS, Mini-LVDS, RSDS, LVPECL, PPDS, BLVDS, TMDS, Sub-LVDS, SLVS, HiSpi"
I/O Specifications,Maximum LVDS Pairs,30
Advanced Technologies,FPGA Bitstream Security,Yes
Advanced Technologies,Analog-to-Digital Converter,Yes
Package Specifications,Package Options,"F256, F484, F672, E144"
Supplemental Information,Additional Information,Product Table (Family Comparison)DatasheetAll FPGA Documentation
