Section,Key,Value
Essentials,Product Collection,Intel® Arc™ A-Series Graphics
Essentials,Model Number,A770
Essentials,Code Name,Products formerly Alchemist
Essentials,Microarchitecture,Xe HPG
Essentials,Lithography Type,TSMC N6
Essentials,Vertical Segment,Desktop
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q3'22
Essentials,Embedded Options Available,No
GPU Specifications,Xe-cores,32
GPU Specifications,Render Slices,8
GPU Specifications,Ray Tracing Units,32
GPU Specifications,Intel® XeMatrix Extensions (Intel® XMX) Engines,512
GPU Specifications,XeVector Engines,512
GPU Specifications,Graphics Clock,2100 MHz
GPU Specifications,GPU Peak TOPS (Int8),262
GPU Specifications,TBP,225 W
GPU Specifications,PCI Express Configurations‡,Up to PCI Express 4.0 x16
GPU Specifications,Device ID,0x56A0
Memory Specifications,Memory Size,8 GB
Memory Specifications,Memory Type,GDDR6
Memory Specifications,Graphics Memory Interface,256 bit
Memory Specifications,Graphics Memory Bandwidth,512 GB/s
Memory Specifications,Graphics Memory Speed,16 Gbps
I/O Specifications,# of Displays Supported‡,4
I/O Specifications,Graphics Output‡,"eDP* 1.4, DP 2.0 up to UHBR 10**, HDMI* 2.1, HDMI* 2.0b"
I/O Specifications,HDMI Variable Refresh Rate (VRR),Yes
I/O Specifications,Max Resolution (HDMI)‡,4096 x 2160@60Hz
I/O Specifications,Max Resolution (DP)‡,7680 x 4320@60Hz
Features,H.264 Hardware Encode/Decode,Yes
Features,H.265 (HEVC) Hardware Encode/Decode,Yes
Features,AV1 Encode/Decode,Yes
Features,VP9 Bitstream & Decoding,Yes
Supported Technologies,Ray Tracing,Yes
Supported Technologies,oneAPI Support,Yes
Supported Technologies,OpenVINO™ Support,Yes
Supported Technologies,DirectX* Support,DirectX 12 Ultimate
Supported Technologies,Vulkan*  Support,1.3
Supported Technologies,OpenGL* Support,Up to 4.6
Supported Technologies,OpenCL* Support,3.0
Supported Technologies,Multi-Format Codec Engines,2
Supported Technologies,VESA Adaptive Sync,Yes
Supported Technologies,Intel® Extension for PyTorch* (IPEX) Support,Yes
Supported Technologies,Intel® XeSuper Sampling (XeSS) Support,Yes
Intel® Deep Link Technologies,Intel® Deep Link Hyper Compute‡,Yes
Intel® Deep Link Technologies,Intel® Deep Link Hyper Encode‡,Yes
Intel® Deep Link Technologies,Intel® Deep Link Stream Assist‡,Yes
