Section,Key,Value
Ordering and Spec Information,,
"Intel® Core™ i5-1350PRE Processor (12M Cache, up to 4.60 GHz) FC-BGA16F, Tray",Ordering Code,FJ8071505204404
"Intel® Core™ i5-1350PRE Processor (12M Cache, up to 4.60 GHz) FC-BGA16F, Tray",Spec Code,SRMRH
"Intel® Core™ i5-1350PRE Processor (12M Cache, up to 4.60 GHz) FC-BGA16F, Tray",Shipping Media,TRAY
"Intel® Core™ i5-1350PRE Processor (12M Cache, up to 4.60 GHz) FC-BGA16F, Tray",Stepping,J0
"Intel® Core™ i5-1350PRE Processor (12M Cache, up to 4.60 GHz) FC-BGA16F, Tray",MDDS Content IDs,785455
"Intel® Core™ i5-1350PRE Processor (12M Cache, up to 4.60 GHz) FC-BGA16F, Tray",Recommended Customer Price,$343.00
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,740.17B1
Trade Compliance Information,US HTS,8542310050
