Section,Key,Value
Essentials,Product Collection,Intel® Server Chassis P4000S Family
Essentials,Code Name,Products formerly Union Peak
Essentials,Launch Date,Q1'11
Essentials,Marketing Status,Discontinued
Essentials,Expected Discontinuance,Q1'18
Essentials,EOL Announce,"Tuesday, March 27, 2018"
Essentials,Last Order,"Sunday, July 1, 2018"
Essentials,Last Receipt Attributes,"Monday, October 1, 2018"
Essentials,Limited 3-year Warranty,Yes
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Chassis Form Factor,4U Pedestal
Essentials,Chassis Dimensions,"17.24"" x 21.5"" x 6.81"""
Essentials,Target Market,Small Business/1st Server
Essentials,Power Supply,365 W
Essentials,Power Supply Type,AC
Essentials,# of Power Supply Included,1
Essentials,Redundant Fans,No
Essentials,Redundant Power Supported,No
Essentials,Backplanes,Included
Essentials,Included Items,"(1) Front Panel assembly with cables, (1) 365W Fixed Mount Power, (1) System fan assembly, (4) fixed mount drive trays; (2) ODD Slide Rail Assemblies, (1) 200mm chassis intrusion switch cable, (2) 150mm dual SATA Drive power cable"
Memory & Storage,# of Front Drives Supported,4
Memory & Storage,Front Drive Form Factor,"Fixed 2.5"" or 3.5"""
