Section,Key,Value
Essentials,Product Collection,Intel® Programmable Acceleration Cards (PAC)
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q4'17
Essentials,FPGA,Intel® Arria® 10 GX FPGA
Essentials,Logic Elements (LE),1150000
Essentials,On-chip Memory,65.7 Mb
Essentials,DSP Blocks,3036
Memory Specifications,External Onboard DDR4,8 GB (4 GB x 2 banks)
Memory Specifications,External Onboard SRAM,1
I/O Specifications,PCI Express Revision,3
I/O Specifications,PCI Express Configurations‡,"Gen3 x8 (electrical),Gen3 x16 (mechanical)"
I/O Specifications,QSFP Interface,x1
I/O Specifications,USB Configuration,USB 2.0
I/O Specifications,Network Interface,"10 Gbps, 40 Gbps (up to 40 GbE)"
Supplemental Information,Board Form Factor,"½ length, full height w ½ ht option, single slot"
Supplemental Information,Thermal Solution Specification,Passively Cooled
Supplemental Information,TDP,66 W
Package Specifications,Tools Supported,"Intel® Acceleration Stack for Intel® Xeon® CPU with FPGAs, Intel® Quartus® Prime Software"
Package Specifications,Datasheet,View now
Package Specifications,Description,"Intel Programmable Acceleration Card w/ Intel Arria 10 GX FPGA is a high-performance workload acceleration solution for applications such as big data analytics, artificial intelligence, genomics, video transcoding, cybersecurity, and financial trading."
