Section,Key,Value
Essentials,Product Collection,IoT & Edge Intel® Wi-Fi Series
Essentials,Code Name,Products formerly Typhoon Peak
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q1'21
Essentials,Weight (in grams),"M.2 2230 - 3.20 , M.2 1216 - 0.67"
Essentials,Operating Temperature Range,-40 °C to 85 °C
Essentials,Max Operating Temperature,85 °C
Essentials,Minimum Operating Temperature,-40 °C
Essentials,Supported Operating Systems,"Windows 10 IoT Enterprise*, Linux*"
Essentials,Antenna,2x2
Essentials,Use Conditions,Industrial Extended Temp
Networking Specifications,TX/RX Streams,2x2
Networking Specifications,Bands,"2.4, 5, 6 GHz (160MHz)"
Networking Specifications,Max Speed,2.4 Gbps
Networking Specifications,Wi-Fi CERTIFIED*,Wi-Fi 6E (802.11ax)
Networking Specifications,Compliance,"FIPS, FISMA"
Networking Specifications,Integrated Bluetooth,Yes
Networking Specifications,Bluetooth Version,5.3
Package Specifications,Board Form Factor,"M.2 2230, M.2 1216"
Package Specifications,Package Size,"22mm x 30mm x 2.4mm, 12mm x 16mm x 1.65mm"
Package Specifications,System Interface Type,"Wi-Fi(PCIe), BT(USB)"
Advanced Technologies,MU-MIMO,Yes
Advanced Technologies,Orthogonal Frequency-Division Multiple Access (OFDMA),Yes
Advanced Technologies,Supported Under Intel vPro® Technology,Yes
