Section,Key,Value
Essentials,Product Collection,Intel® RAID Controllers
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'12
Essentials,Expected Discontinuance,Q3'14
Essentials,EOL Announce,"Monday, September 22, 2014"
Essentials,Last Order,"Friday, December 19, 2014"
Essentials,Last Receipt Attributes,"Friday, July 17, 2015"
Essentials,Target Market,Mainstream
Essentials,Board Form Factor,Low Profile MD2 Card
Essentials,Data Transfer Rate,6 Gb/s
Essentials,Supported Devices,SAS/SATA
Essentials,Supported Operating Systems,"Windows, Linux, Solaris, VMware"
Essentials,Compatible Cache Backup Options,RMFBU Included with Controller
Essentials,RAID Level Supported,"0, 1, 10, 5, 50, 6, 60"
Essentials,JBOD Mode,No
Essentials,# of Ports Internal,4
Essentials,# of Devices Supported,128
Essentials,Cache Memory,512MB
Essentials,PCIe Host Interface,PCIe x8 Gen2
Essentials,IO Processor Model,LSI2108
Essentials,Keying,PCIe x8 Connector
Essentials,Connector Orientation,Top
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Features,Support for Premium Feature Options
Essentials,Included Items,"Raid Controller, MFBU offload cache module,  Cache Offload Module Cable, Quick Start User Guide, 1 standard & 1 Low Profile bracket. One MiniSAS Cable is included."
Supplemental Information,Description,"6G 8 Internal Port SAS RAID controller with single core ROC, PCIe Gen 2 capable, and includes Maintenance Free Backup Unit. One MiniSAS cable included."
