Section,Key,Value
Essentials,Product Collection,Intel® Xeon® D Processor
Essentials,Code Name,Products formerly Broadwell
Essentials,Vertical Segment,Server
Essentials,Processor Number,D-1524N
Essentials,Recommended Customer Price,$305.00
CPU Specifications,Total Cores,4
CPU Specifications,Total Threads,8
CPU Specifications,Max Turbo Frequency,2.6 GHz
CPU Specifications,Processor Base Frequency,2.00 GHz
CPU Specifications,Cache,6 MB
CPU Specifications,TDP,45 W
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q4'18
Supplemental Information,Servicing Status,ESU Notification Issued
Supplemental Information,End of Servicing Updates Date,"Monday, June 30, 2025"
Supplemental Information,Embedded Options Available,No
Package Specifications,Sockets Supported,FCBGA1667
Advanced Technologies,Intel® Hyper-Threading Technology‡,Yes
Security & Reliability,Execute Disable Bit‡,Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
