Section,Key,Value
Ordering and Spec Information,,
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, for China",Ordering Code,BXC80673I97980X
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, for China",Spec Code,SR3RS
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, for China",Shipping Media,BOX
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, for China",Stepping,M0
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, for China",MDDS Content IDs,707693
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, for China",PCN Content IDs,"797610,808980"
Retired and discontinued,,
"Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, Tray",Ordering Code,CD8067303734902
"Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, Tray",Spec Code,SR3RS
"Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, Tray",Shipping Media,TRAY
"Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, Tray",Stepping,M0
"Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, Tray",MDDS Content IDs,707459
"Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B, Tray",PCN Content IDs,"799685,808980,812098"
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B",Ordering Code,BX80673I97980X
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B",Spec Code,SR3RS
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B",Shipping Media,BOX
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B",Stepping,M0
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B",MDDS Content IDs,707693
"Boxed Intel® Core™ i9-7980XE Extreme Edition Processor (24.75M Cache, up to 4.20 GHz) FC-LGA14B",PCN Content IDs,"797610,798513,808980"
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G077159
Trade Compliance Information,US HTS,8542310050
