Section,Key,Value
Essentials,Product Collection,Intel® C740 Series Chipsets
Essentials,Code Name,Products formerly EMMITSBURG
Essentials,Vertical Segment,Server
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q3'23
Essentials,TDP,11 W
Supplemental Information,Embedded Options Available,Yes
Supplemental Information,Extended Temperature Options,Yes
Expansion Options,Direct Media Interface (DMI) Revision,Gen 2
Expansion Options,PCI Express Revision,Gen 2
Expansion Options,Max # of PCI Express Lanes,20
I/O Specifications,# of USB Ports,14
I/O Specifications,USB Revision,3
I/O Specifications,USB 3.0,10
I/O Specifications,USB 2.0,14
I/O Specifications,Total # of SATA Ports,20
I/O Specifications,Max # of SATA 6.0 Gb/s Ports,20
I/O Specifications,Integrated LAN,1
Package Specifications,Package Size,22mm x 23mm
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Advanced Technologies,Intel® HD Audio Technology,Yes
Advanced Technologies,Intel® Rapid Storage Technology enterprise,Yes
Advanced Technologies,Integrated Intel® QuickAssist Technology,No
Advanced Technologies,Intel® Node Manager,Yes
Advanced Technologies,Intel® Standard Manageability,Yes
Advanced Technologies,Intel® Rapid Start Technology,No
Advanced Technologies,Intel® Platform Trust Technology (Intel® PTT),No
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
