Section,Key,Value
Essentials,Product Collection,Intel® Ethernet E830 Controllers (up to 200GbE)
Essentials,Code Name,Products formerly Connorsville
Essentials,Marketing Status,Launched
Essentials,Launch Date,2/24/2025
Essentials,Lithography,7 nm
Essentials,Recommended Customer Price,$142.80
Essentials,Use Conditions,"Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Server/Enterprise, Workstation"
Supplemental Information,Embedded Options Available,No
Supplemental Information,Product Brief,View now
Networking Specifications,Port Configuration,Dual
Networking Specifications,Data Rate Per Port,25 Gbps
Networking Specifications,System Interface Type,PCIe
Networking Specifications,NC Sideband Interface,Yes
Networking Specifications,Jumbo Frames Supported,Yes
Networking Specifications,Speed & Slot Width,"PCIe 4, x16"
Networking Specifications,Interfaces Supported,"SFI, KR, KR4, XAUI, KX, KX4, SGMII, SERDES, KR2, CR2, CAUI"
Intel® Virtualization Technology for Connectivity,On-chip QoS and Traffic Management,Yes
Intel® Virtualization Technology for Connectivity,Virtual Machine Device Queues (VMDq),Yes
Intel® Virtualization Technology for Connectivity,PCI-SIG* SR-IOV Capable,Yes
Advanced Technologies,IEEE 1588,Yes
Advanced Technologies,iWARP/RDMA,Yes
Advanced Technologies,RoCEv2/RDMA,Yes
