Section,Key,Value
Essentials,Product Collection,Intel® Server D50TNP Family
Essentials,Code Name,Products formerly Tennessee Pass
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q2'21
Essentials,Expected Discontinuance,2023
Essentials,EOL Announce,"Friday, May 5, 2023"
Essentials,Last Order,"Friday, June 30, 2023"
Essentials,Limited 3-year Warranty,Yes
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Extended Warranty Details,Dual Processor Board Extended Warranty
Essentials,Compatible Product Series,3rd Generation Intel® Xeon® Scalable Processors
Essentials,Board Form Factor,8.33” x 21.5”
Essentials,Chassis Form Factor,2U Rack
Essentials,Socket,Socket-P4
Essentials,Integrated BMC with IPMI,IPMI 2.0 & Redfish
Essentials,Rack-Friendly Board,Yes
Essentials,TDP,270 W
Essentials,Included Items,"(1) Intel® Server Board D50TNP1SB(1) 2U full-width module tray – iPN K85397(1) 2U accelerator module air duct – iPN K85780(2) 2U PCIe Riser (Two x16 PCIe slots, M.2 Connector and U.2  Connector) TNP2URISER, with U.2 PCIe* NVMe* SSD adapter card included(2) 2U riser bracket to support TNP2URISER – iPN K25207(2) 2.5” tool-less SSD drive carrier – iPN J36439(2) M.2 heat sink assembly TNPM2HS(1) 2U Air-Cooled front Heat Sink  TNP2UHSF(1) 2U Air-Cooled Rear Heat Sink TNP2UHSB(2) Processor clip, for 3rd Gen Intel® Xeon® Scalable processor family – iPN J98484(1) 2U PCIe Accelerator Riser (two x16 PCIe slots) TNPACCLRISER1(1) 2U PCIe Accelerator Riser (two x16 PCIe slots) TNPACCLRISER2(1) Accelerator module power connector board – iPC TNPACCLNBRD(2) Power cable 110 mm to connect TNPACCLRISER1 and TNPACCLRISER 2 to TNPACCLNBRD – iPN K73519(1 each) OCuLink cable 740 mm and 710 mm – iPN K87949(2) OCuLink cable 260 mm – iPN K87954"
Essentials,Board Chipset,Intel® C621A Chipset
Essentials,Target Market,High Performance Computing
Supplemental Information,Embedded Options Available,No
Supplemental Information,Description,A 2U high-density full-width Acceleration Module integrated with the Intel® Server Board D50TNP1SB  intended to address acceleration solutions that support up to four 300 W PCIe* accelerator add-in cards.
Memory Specifications,Max Memory Size (dependent on memory type),6 TB
Memory Specifications,Memory Types,-DDR4 (RDIMM)-3DS-RDIMM-Load Reduced DDR4 (LRDIMM)-3DS-LRDIMM-Intel® Optane™ persistent memory 200 series modules
Memory Specifications,Max # of Memory Channels,16
Memory Specifications,Max Memory Bandwidth,204.8 GB/s
Memory Specifications,# of Memory Slots,24
Memory Specifications,ECC Memory Supported‡,Yes
Memory Specifications,Intel® Optane™ Persistent Memory Supported,Yes
GPU Specifications,Integrated Graphics‡,Yes
GPU Specifications,Graphics Output,VGA
Expansion Options,PCI Express Revision,4.0
Expansion Options,Max # of PCI Express Lanes,120
Expansion Options,PCIe OCuLink Connectors (NVMe support),8
Expansion Options,Riser Slot 1: Total # of Lanes,32
Expansion Options,Riser Slot 2: Total # of Lanes,24
Expansion Options,Riser Slot 3: Total # of Lanes,32
Expansion Options,Riser Slot 4: Total # of Lanes,32
I/O Specifications,# of USB Ports,3
I/O Specifications,USB Configuration,• One USB 3.0 port• Two USB 3.0 ports (dual-stack)
I/O Specifications,USB Revision,3.0
I/O Specifications,Total # of SATA Ports,2
I/O Specifications,Max # of UPI Links,3
I/O Specifications,RAID Configuration,0/1
I/O Specifications,# of Serial Ports,1
I/O Specifications,Integrated LAN,1
Package Specifications,Max CPU Configuration,2
Advanced Technologies,Advanced System Management key,Yes
Advanced Technologies,Intel® Optane™ Memory Supported‡,Yes
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Advanced Technologies,Intel® Node Manager,Yes
Advanced Technologies,Intel® Advanced Management Technology,Yes
Advanced Technologies,TPM Version,2.0
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
