Section,Key,Value
Essentials,Product Collection,Intel® Server Board D40AMP
Essentials,Code Name,Products formerly American Pass
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q4'21
Essentials,Expected Discontinuance,31 DEC 2022
Essentials,EOL Announce,"Monday, July 11, 2022"
Essentials,Last Order,"Wednesday, November 30, 2022"
Essentials,Limited 3-year Warranty,Yes
Essentials,Extended Warranty Available for Purchase (Select Countries),Yes
Essentials,Additional Extended Warranty Details,Dual Processor Board Extended Warranty
Essentials,Supported Operating Systems,"VMware ESXi* 7.0, Windows Server 2022*, Windows Server 2019*, Red Hat Enterprise Linux 8.4*, SUSE Linux Enterprise Server 15 SP3*"
Essentials,Compatible Product Series,3rd Generation Intel® Xeon® Scalable Processors
Essentials,Board Form Factor,8.33” x 21.5”
Essentials,Chassis Form Factor,Rack
Essentials,Socket,Dual Socket-P4 4189
Essentials,Integrated BMC with IPMI,IPMI 2.0 & Redfish
Essentials,Rack-Friendly Board,Yes
Essentials,TDP,205 W
Essentials,Included Items,"(1) Intel® Server Board D40AMP1SB(24) DIMM slots with supports for standard DDR4(16) Intel® Optane™ persistent memory 200 series (8)(1) PCIe* ExaMax* connector(2) Processor carrier clip, for 3rd Gen Intel® Xeon® Scalable processor(9) Heat sinks for voltage regulators"
Essentials,Board Chipset,Intel® C621A Chipset
Essentials,Target Market,High Performance Computing
Supplemental Information,Embedded Options Available,No
Supplemental Information,Description,"Purpose built, rack-optimized server board ideal for use in HCI, HPC and AI applications.The architecture of the server board is developed around the features and functions of the 3rd Gen Intel® Xeon® Scalable processor family."
Memory Specifications,Max Memory Size (dependent on memory type),6 TB
Memory Specifications,Memory Types,DDR4 (RDIMM)3DS-RDIMMLoad Reduced DDR4 (LRDIMM)3DS-LRDIMM
Memory Specifications,Max # of Memory Channels,16
Memory Specifications,Max Memory Bandwidth,204.8 GB/s
Memory Specifications,# of Memory Slots,24
Memory Specifications,ECC Memory Supported‡,Yes
Memory Specifications,Intel® Optane™ Persistent Memory Supported,Yes
GPU Specifications,Integrated Graphics‡,Yes
GPU Specifications,Graphics Output,VGA
Expansion Options,PCI Express Revision,4.0
Expansion Options,Max # of PCI Express Lanes,32
Expansion Options,Riser Slot 1: Total # of Lanes,16
Expansion Options,Riser Slot 2: Total # of Lanes,16
I/O Specifications,# of USB Ports,3
I/O Specifications,USB Configuration,(1) USB 3.0 ports(2) USB 3.0 ports (dual-stack on break-out cable)
I/O Specifications,Total # of SATA Ports,2
I/O Specifications,Max # of UPI Links,3
I/O Specifications,# of Serial Ports,1
I/O Specifications,Integrated LAN,1
Package Specifications,Max CPU Configuration,2
Advanced Technologies,Advanced System Management key,Yes
Advanced Technologies,Intel® Optane™ Memory Supported‡,Yes
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Advanced Technologies,Intel® Node Manager,Yes
Advanced Technologies,Intel® Quiet System Technology,Yes
Advanced Technologies,Intel® Flex Memory Access,Yes
Advanced Technologies,Intel® Advanced Management Technology,Yes
Advanced Technologies,Intel® Server Customization Technology,Yes
Advanced Technologies,Intel® Efficient Power Technology,Yes
Advanced Technologies,Intel® Quiet Thermal Technology,Yes
Advanced Technologies,TPM Version,2.0
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
