Section,Key,Value
Essentials,Product Collection,Intel Atom® Processor X Series
Essentials,Code Name,Products formerly SoFIA 3G R
Essentials,Vertical Segment,Mobile
Essentials,Processor Number,x3-C3230RK
Essentials,Lithography,28 nm
CPU Specifications,Total Cores,4
CPU Specifications,Burst Frequency,1.10 GHz
CPU Specifications,Cache,1 MB
CPU Specifications,Scenario Design Power (SDP),2 W
Supplemental Information,Marketing Status,Discontinued
Supplemental Information,Launch Date,Q1'15
Supplemental Information,Embedded Options Available,No
Memory Specifications,Max Memory Size (dependent on memory type),2 GB
Memory Specifications,Memory Types,1x32 LPDDR2/3 1066 2x16 DDR3L 1333
Memory Specifications,Max # of Memory Channels,1
Memory Specifications,Max Memory Bandwidth,4.2 GB/s
GPU Specifications,Graphics Base Frequency,600 MHz
GPU Specifications,Graphics Output,MIPI DSI
GPU Specifications,Max Refresh Rate,60 Hz
GPU Specifications,Max Resolution (eDP - Integrated Flat Panel)‡,up to 1920x1080
GPU Specifications,OpenGL* Support,ES 2.0
GPU Specifications,# of Displays Supported‡,1
I/O Specifications,# of USB Ports,1
I/O Specifications,USB Revision,2.0 OTG
I/O Specifications,General Purpose IO,4 x I2C
I/O Specifications,UART,2 x USIF configurable
Networking Specifications,Baseband Functions,HSDPA 21Mbps HSUPA 5.7 Mbps
Networking Specifications,RF Transceiver,A-GOLD 620
Networking Specifications,RF Transceiver Functions,Low power multimode multiband transceiver for 3G  2.5G  2G
Networking Specifications,Protocol Stack,Intel Release 9 Protocol Stack
Package Specifications,Max Operating Temperature,85 °C
Package Specifications,Minimum Operating Temperature,-25 °C
Package Specifications,Package Size,11mm x 11mm
Advanced Technologies,Secure Boot,Yes
Advanced Technologies,Instruction Set,64-bit
