Section,Key,Value
Essentials,Product Collection,Accelerator Options
Essentials,Marketing Status,Launched
Essentials,Launch Date,Q2'18
Essentials,TDP,21 W
Essentials,Supported Operating Systems,Linux*
Essentials,Operating Temperature Range,50°C to 0°C
Essentials,Max Operating Temperature,0 °C
Essentials,Minimum Operating Temperature,50 °C
Supplemental Information,Embedded Options Available,No
Supplemental Information,Description,ACCEL CARD x8
Supplemental Information,Product Brief,View now
Networking Specifications,Data Rate Per Port,Up to 50G
Package Specifications,Board Form Factor,PCIe
Package Specifications,Package Size,"2.7"" x 6.6"""
Intel® Virtualization Technology for Connectivity,PCI-SIG* SR-IOV Capable,Yes
Advanced Technologies,Intel® Data Direct I/O Technology,Yes
Advanced Technologies,Intelligent Offloads,Yes
